Gene,Log2FC,p-value,adj_p-value,Significant,-log10(p-value)
CCDC59,-0.10790493300235937,0.7265509923597591,,False,0.13873389970965425
PPFIA2,1.2479275134435852,0.10845888267158438,,False,0.964734873919233
ACSS3,0.22585476519303427,0.401445530482465,,False,0.39637337296481684
LOC121931754,-0.4150374992788439,0.4372401861415217,,False,0.35927992948202325
LIN7A,-0.5225906404336467,0.5339037123681121,,False,0.2725370593717585
MYF5,0.0,,,False,
MYF6,0.0,,,False,
PTPRQ,1.3439544012173612,0.4767261256521425,,False,0.3217310471171017
OTOGL,0.5849625007211562,0.203110663720055,,False,0.6922672746591972
RPS16,-0.6621475892086632,0.008582290253159335,,False,2.066396801710381
PPP1R12A,-0.07047436153922426,0.5862252496241693,,False,0.23193547976266837
PAWR,0.7236471093024184,0.03465460695920155,,False,1.4602390224096709
SYT1,-0.9175378398080274,0.23569877189878874,,False,0.6276426803478391
NAV3,-1.6139259837096773,0.005095342775379731,,False,2.2928265946902187
E2F7,-0.8115549105868896,0.19557445002959423,,False,0.7086878823497287
CSRP2,-0.6558119728808425,0.19265611220187837,,False,0.7152172080190603
ZDHHC17,-0.4047066290090289,0.04535946214899147,,False,1.3433321037427945
OSBPL8,-0.16759773500805863,0.36883921161043154,,False,0.4331629149481246
NAP1L1,-0.27327893217964494,0.21174503117310314,,False,0.674186772068905
PHLDA1,-0.536229928897515,0.4075237355023386,,False,0.3898470914700325
KRR1,0.0869684007219762,0.8055240114790043,,False,0.09392150937584949
GLIPR1,-0.44532796470652425,0.20286165789902677,,False,0.6928000295384673
LOC121931471,1.0,0.36321746764912255,,False,0.43983327380401
LOC121930583,0.0,,,False,
CAPS2,-0.8363339890293702,0.06032556757454444,,False,1.219498583329941
KCNC2,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
TRHDE,-0.32192809488736224,0.5497376663495164,,False,0.2598445054804663
TPH2,-0.777607578663552,0.2838710528501529,,False,0.5468788914769753
TBC1D15,-0.5857309135440563,0.003122423345525053,,False,2.50550821461087
RAB21,0.11498434220046327,0.6053446913229715,,False,0.21799726185736723
TMEM19,0.8346690798858685,0.033935889387106545,,False,1.4693407643935066
ZFC3H1,-0.18784044510460518,0.3656814333115951,,False,0.4368970894705943
LGR5,1.619795550837523,0.07614557922163002,,False,1.1183553053992852
TSPAN8,0.48016631070954574,0.13642589671436775,,False,0.8651031829593527
PTPRR,-3.1506303120886705,0.009418822173106656,,False,2.0260034024833637
PTPRB,0.15024543314127747,0.5943974971078785,,False,0.22592302797313005
KCNMB4,-0.4150374992788439,0.5469248555823367,,False,0.262072339201769
CNOT2,0.12179831178249145,0.5742305046887128,,False,0.240913740320724
MYRFL,0.0,,,False,
LOC121931595,0.41458174345736687,0.12801597379684196,,False,0.8927358358288008
BEST3,1.4827821059146777,0.4359367075386302,,False,0.36057656018564527
LOC121931278,-1.7928188288997235,0.02502062831299545,,False,1.6017017885898155
LRRC10,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
CCT2,-0.11509048774575525,0.4646610266990251,,False,0.33286375230994586
FRS2,-0.3811857575520552,0.07420768972615671,,False,1.1295510888907985
YEATS4,-0.5591972545713269,0.04912917899076347,,False,1.308660493401516
CPSF6,-0.00642865545368565,0.9746389456201573,,False,0.011156238624749557
CPM,-0.9663571561723634,0.03849503119218848,,False,1.4145953241298643
MDM2,-0.28627329199844986,0.4557786178230996,,False,0.3412460529583171
SLC35E3,-0.9161467635218408,0.015280224649536555,,False,1.815870260725192
NUP107,-0.5446135817634516,0.03885783432091766,,False,1.410521407768258
RAP1B,-0.7376789809533388,0.030702977847292416,,False,1.5128195007466254
MDM1,0.36519125568875666,0.04063217033601514,,False,1.3911299795495025
IL22,0.0,,,False,
LOC121932039,-4.4493074013635905,0.12974185426095675,,False,0.8869198994569183
DYRK2,-0.2524084284027772,0.10628719857423381,,False,0.9735190395534751
LOC121930671,0.0,,,False,
CAND1,-0.0651068280087479,0.7284750136274791,,False,0.13758533974822076
GRIP1,1.385653692497749,0.04678712365728398,,False,1.32987365320848
HELB,-1.0422753784345078,0.013759355614441872,,False,1.8614019047375079
TMBIM4,-0.5774371497640551,0.018935405825180444,,False,1.7227253826082305
LLPH,0.3115329235249842,0.13016353642008996,,False,0.8855106605408749
HMGA2,-1.4536587933061513,0.009094896243194392,,False,2.041202251110137
LOC121932358,0.0,,,False,
MSRB3,0.4698398845174303,0.07794229039422211,,False,1.1082268362780372
LEMD3,-0.29654073664353575,0.11091408773585089,,False,0.955013288500314
WIF1,1.4482738287527752,0.02247019902916127,,False,1.6483930808125726
TBC1D30,0.26546114322833425,0.6610543160735897,,False,0.17976285488364835
GNS,-1.1182725532605726,0.0026871802816426102,,False,2.570703195979888
RASSF3,0.17918381982896392,0.4934311007643236,,False,0.3067734805766175
TBK1,-1.063836738726394,0.001324036167330304,,False,2.8781001515598805
XPOT,-0.1836268094229503,0.45572175555482664,,False,0.34130023827758355
RPL18A,0.025370069775254578,0.9270204627453854,,False,0.03291067927586757
LOC121932367,0.16046467219324612,0.7262411762332704,,False,0.1389191312095028
KICS2,-0.5245457589045364,0.014633469668360707,,False,1.8346526882856782
SRGAP1,-0.12569122607300898,0.5195595969191917,,False,0.2843646288024087
RXYLT1,-0.4057057979426695,0.07136529439340056,,False,1.1465129383327957
LOC121932261,0.0,,,False,
AVPR1A,1.0,0.36321746764912255,,False,0.43983327380401
PPM1H,0.5853689509396176,0.16592553025648996,,False,0.7800867857871725
LOC121931484,0.0,,,False,
MON2,-0.3406028042656164,0.09444022202684077,,False,1.0248430005755382
USP15,-0.12447411907700179,0.3596162585855115,,False,0.4441606816374983
TAFA2,-2.807354922057604,0.04458482350979883,,False,1.3508129481848896
SLC16A7,-1.5272470028648688,0.05824248675856835,,False,1.2347600903834146
LRIG3,1.6462586799900292,0.007526401937057505,,False,2.1234125925023326
LOC121930989,0.0,,,False,
ATP23,-0.5694637281394712,0.00524598506151347,,False,2.280172950442483
LOC121931787,-0.1733316028855616,0.5833528617994821,,False,0.23406866723943245
RPAP3,-0.5068048768994036,0.09445194333351621,,False,1.02478910211123
LOC121930334,0.0,,,False,
AMIGO2,-1.951905711798955,0.00213286820055584,,False,2.6710359807155175
SLC38A4,-0.7726626970054262,0.08717075510928363,,False,1.0596291919588714
LOC121930643,-0.6981096583491828,0.32988237371327844,,False,0.4816408890729255
SLC38A2,-0.5003408799132174,0.4141776483716353,,False,0.38281334206928297
SLC38A1,-2.02509098096283,0.029107244132928905,,False,1.5359989115147845
SCAF11,-0.08741104108490028,0.630446085225172,,False,0.2003520476957765
ARID2,0.3028620647032554,0.22100156247116517,,False,0.6556046558614665
ANO6,-2.399659398119929,0.021454658758439497,,False,1.6684783886356342
DBX2,0.0,,,False,
NELL2,1.0931094043914817,0.0952659935863459,,False,1.0210620986632606
TMEM117,-1.2223924213364477,0.23538747727819,,False,0.6282166455437506
LOC121931003,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
TWF1,-0.7326384523611598,0.009485040515037554,,False,2.022960809696809
IRAK4,-0.2982108335883309,0.14532211262790712,,False,0.8376682971844039
PUS7L,0.6941658812329381,0.024553048444332468,,False,1.6098945792900496
LOC121931530,0.0,,,False,
ADAMTS20,1.5615985076556465,0.11848104710566945,,False,0.9263511162845799
LOC121931636,0.0,,,False,
PRICKLE1,-0.04990490582631413,0.8609292372858058,,False,0.06503254322606943
PPHLN1,-0.3687394642515116,0.14588173254900005,,False,0.8359990874750495
ZCRB1,-0.11900149613937927,0.3817150982373001,,False,0.41826066176568816
YAF2,-0.42351897603393596,0.08565157139254231,,False,1.067264664912717
GXYLT1,0.07480771123098151,0.7547302285273612,,False,0.12220825525608849
PDZRN4,-4.539158811108031,0.34410309893821756,,False,0.46331141617387556
CNTN1,-2.886712713670888,0.010780113756481835,,False,1.9673766562595143
NRCAM,-1.2896972355530458,0.21671498882329351,,False,0.6641110502024318
PNPLA8,-0.38044404637465945,0.0697287600127305,,False,1.1565880577897325
LOC121932320,-4.353146825498083,0.0008321763321463261,,False,3.0797846400984876
IMMP2L,1.3639302143406322,0.0017625976286824968,,False,2.753846818493259
LOC121930955,0.0,,,False,
LRRN3,3.155278225477911,0.05909739962850646,,False,1.2284316282868697
DOCK4,-0.7278015821500894,0.01701970319684194,,False,1.7690480177589327
ZNF277,0.1266851920861427,0.48598998339751676,,False,0.3133726817665451
LOC121930401,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
LOC121930400,-0.8699394594356269,0.016173700780539757,,False,1.7911905957599958
LOC121932139,0.0,,,False,
IFRD1,-0.02294533921283559,0.9563953139496377,,False,0.01936256046383288
LSMEM1,-0.05658352836636782,0.9696877606576633,,False,0.013368085994862793
LOC121931638,-1.0,0.1105666907312355,,False,0.9563756886770419
LOC121930622,0.0,,,False,
TMEM168,-0.32975385748414965,0.15436309632820705,,False,0.8114565186160094
BMT2,-0.7246430205698422,0.02499103792557757,,False,1.6022157064189577
GPR85,-1.8993060003805269,0.007225542163284671,,False,2.141129560379183
SMIM30,0.08613074513932695,0.7039527681126083,,False,0.15245647897748432
PPP1R3A,-3.9385994553358565,0.36321746764912255,,False,0.43983327380401
FOXP2,1.4242898125170402,0.0001734331001082964,,False,3.76086801284293
LOC121930626,0.0,,,False,
MDFIC,-1.27284869566075,0.0009431255565242282,,False,3.0254304866096073
TFEC,-1.6282249639738229,0.028608930857323092,,False,1.5434983718850879
TES,0.18759627124677092,0.6405621341748926,,False,0.1934387375500382
LOC121932357,0.0,,,False,
CAV2,0.7341395500874421,0.03673088881146881,,False,1.4349685625001718
CAV1,0.7100474660518241,0.030117780352522366,,False,1.5211770383203607
MET,0.30939297790913045,0.07702863107777703,,False,1.1133478201791749
CAPZA2,-0.6336980487183919,0.019715116654918066,,False,1.7052006488500877
ST7,3.1806369274343345,0.002576121066230978,,False,2.589033730923808
LOC121930788,-0.982445530897488,0.36619971366231796,,False,0.43628199961631003
ASZ1,-2.247927513443585,0.015221851579657376,,False,1.8175325169531626
CFTR,-0.7842713089445628,0.24942913124928148,,False,0.6030528259096505
CTTNBP2,1.153160755602225,0.020760448809455108,,False,1.6827632619332678
LOC121931639,0.0,,,False,
LSM8,-0.44244861596196383,0.03258555927447181,,False,1.4869748206946953
LOC121931279,-1.4354801221348295,0.007671255876879889,,False,2.1151335309988015
KCND2,-0.9068905956085187,0.1614109286392346,,False,0.7920670638702451
TSPAN12,-1.2056421140726563,0.02864024513519898,,False,1.5430232691711432
FKBP6,-2.53051471669878,0.3207485294285193,,False,0.49383532610671554
ING3,-0.698929042567574,0.007594736268170699,,False,2.119487302678987
CPED1,-0.12886819112884673,0.7527350146993835,,False,0.12335788157826821
WNT16,-0.32192809488736224,0.6675988787587079,,False,0.17548440139559937
FAM3C,-0.7484825748045054,0.012905516867704653,,False,1.889224597218767
PTPRZ1,0.3325753390868713,0.6078164397386842,,False,0.21622755764330978
AASS,0.5338207524779524,0.1196055382551399,,False,0.9222487101640009
FEZF1,0.0,,,False,
CADPS2,2.550129928929035,0.009900545592333214,,False,2.0043408719468148
LOC121930905,-0.19264507794239574,0.6675988787587079,,False,0.17548440139559937
LOC121930711,-3.075288127304237,0.37163350487482605,,False,0.42988513879489965
SLC13A1,-1.1255308820838588,0.45499349968546354,,False,0.34199480789431536
LOC121931449,0.783943535447551,0.15175821328146813,,False,0.8188477952359395
IQUB,0.17044034170172662,0.8593866633826123,,False,0.06581139031267065
NDUFA5,-0.4674312554993456,0.10667530047784451,,False,0.9719361251671643
ASB15,0.9999999999999999,0.29786444949615976,,False,0.5259813272950785
LMOD2,-1.9499593175004046,0.03947095486271321,,False,1.4037223672302444
WASL,0.20712847383563115,0.3923002377471113,,False,0.4063814286733516
LOC121931642,0.0,,,False,
LOC121931643,0.0,,,False,
GPR37,1.584962500721156,0.1105666907312355,,False,0.9563756886770419
LOC121930889,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
POT1,1.0896467367644505,0.004056842826873098,,False,2.3918118177193803
LOC121931644,-0.3219280948873626,0.2164547761793747,,False,0.6646328268272073
GRM8,-0.8300749985576877,0.4231070930086625,,False,0.3735496940525353
ZNF800,-0.5774241042148951,0.022035419435141344,,False,1.6568786784586351
LOC121930978,0.0,,,False,
PLXNB2,0.10560436522269079,0.4468829265315901,,False,0.349806237540942
LOC121931834,-0.736965594166206,0.23538747727818993,,False,0.6282166455437507
MAPK11,-2.101483716582708,0.0007548271937291575,,False,3.1221524621454537
MAPK12,-0.7431201033496526,0.10873259127280484,,False,0.9636402619077334
LOC121930689,-1.6780719051126378,0.28160289100530406,,False,0.5503628909318934
HDAC10,-1.0516670149686949,0.008872724007609066,,False,2.0519430273097083
TUBGCP6,0.13826908229317958,0.46789870958014956,,False,0.3298481525487755
LOC121931645,-2.1375035237499347,0.08017395107741578,,False,1.0959667132737996
SELENOO,-0.6676778036618796,0.025258362640575845,,False,1.597594805768436
LOC121931152,0.0,,,False,
TRABD,0.5270126416149274,0.08314906352669106,,False,1.0801426376949825
LOC121932232,0.736965594166206,0.36321746764912255,,False,0.43983327380401
PANX2,0.0,,,False,
MOV10L1,0.3797721694596463,0.6333738224024472,,False,0.1983398901606678
MLC1,0.6280312226130418,0.5403529063182909,,False,0.26732250831271637
TTLL8,-2.7813597135246595,0.2744129853992456,,False,0.5615953413843695
IL17REL,0.08707645682427767,0.7802626387084025,,False,0.10775918789574404
PIM3,-0.7049200372875148,0.30347714526075165,,False,0.5178740098964048
CRELD2,-0.42134768674504564,0.627177960860717,,False,0.20260921123679748
ALG12,0.3675761455725741,0.23839259598643273,,False,0.6227072370700967
ZBED4,-0.11815056931152412,0.5658251156075871,,False,0.2473177791701188
BRD1,-0.12910868175177015,0.47305779793398006,,False,0.3250857941664216
LOC121932332,0.0,,,False,
TAFA5,-1.3190106115050684,0.017823124177646955,,False,1.749016167067429
TBC1D22A,0.0010520638115814052,0.9966075470116664,,False,0.0014758283699475233
CERK,-0.21697782690818102,0.38961171205353684,,False,0.4093679963422667
LOC121931290,0.736965594166206,0.23538747727819,,False,0.6282166455437506
GRAMD4,-0.4548689009230831,0.044625568558462954,,False,1.350416237653305
LOC121931618,0.0,1.0,,False,-0.0
CELSR1,-0.09001234314282058,0.7855277140742171,,False,0.10483848808144933
LOC121930678,-1.067114195858537,0.11600373232262326,,False,0.935528037488222
TRMU,-0.12039960017114915,0.6671840065873557,,False,0.17575437294302285
GTSE1,-1.4656635723488116,0.06546580439223613,,False,1.1839854914850239
LOC121931584,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
TPRKB,-0.3086540338194439,0.3664671281326177,,False,0.43596497521350003
LOC121931247,-0.037006373961575356,0.875728743863053,,False,0.057630395300611606
CPNE8,0.8412460265667878,0.02721212985947905,,False,1.5652374652022607
KIF21A,1.0335903617270628,0.027918537489691926,,False,1.5541073359339996
ABCD2,-2.841795567386634,0.019759444184832792,,False,1.7042252758847798
C5H12orf40,-4.672425341971495,0.10913147834991917,,False,0.9620499615854702
SLC2A13,-1.5288344883426443,0.010181536037881007,,False,1.9921866972003706
LRRK2,0.08639122354184359,0.772931898940326,,False,0.11185876897600774
MUC19,3.0123837244558325,0.00868641100730324,,False,2.0611596253559186
ERGIC2,0.2784604223234357,0.2644212712484066,,False,0.5777036111598337
LAMB4,4.066089190457772,0.002770553663839988,,False,2.5574334334182183
LAMB1,1.3775257898193747,0.07034700372105553,,False,1.1527543956723596
DLD,-0.054943105668668224,0.8019132459561402,,False,0.09587261281367683
LOC121931020,1.129592907407094,0.031628773005422446,,False,1.4999176556122675
LOC121931019,-0.11606427543043285,0.6490896588205037,,False,0.18769530991519767
DUS4L,-0.9045428407520957,0.002178387812348542,,False,2.6618648014535227
LOC121932355,0.0,,,False,
SLC26A3,0.9307373375628862,0.11854891057170505,,False,0.9261024327011528
CBLL1,-1.2505561720042007,0.016997205462599946,,False,1.769622475794437
LOC121931017,0.1569818868781212,0.4835479326231332,,False,0.3155604691674544
SLC26A4,-0.017277991431835726,0.9860019645650038,,False,0.006122219745512422
COG5,-0.6422917404111814,0.013380030931327022,,False,1.8735428825854517
GPR22,-1.0,0.07841044035682072,,False,1.1056261071181241
HBP1,-0.23671356406918598,0.33460105219386505,,False,0.47547269767944916
PRKAR2B,0.27842645625077633,0.3947872401163488,,False,0.4036368925693016
PIK3CG,-0.3807635794504822,0.12334882818692035,,False,0.9088649719494509
CCDC71L,-0.874469117916141,0.12088670817536845,,False,0.9176214483818667
NAMPT,-0.1764426144970308,0.5623931589251123,,False,0.24995997081032373
SYPL1,-3.6553518286125546,0.26225652972665325,,False,0.5812736898304959
CDHR3,-6.188176705998535,0.06367198711519988,,False,1.1960515961908205
LOC121930569,0.0,,,False,
LOC121930573,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
ATXN7L1,1.9011649695502282,0.0004135061494272505,,False,3.383518027483954
EFCAB10,-1.2448647610726553,0.006233922911403874,,False,2.2052385725049466
RINT1,-0.2181541837381733,0.25438166283909414,,False,0.5945141981133324
PUS7,-0.4342341602150004,0.3429841272957238,,False,0.4647259778796361
LOC121930570,0.0,,,False,
SRPK2,-0.11500432447073727,0.7215295697736512,,False,0.14174586591992758
KMT2E,0.052196211125428604,0.7888356311146405,,False,0.10301348086732223
LOC121930410,-0.10691520391651155,0.8823821897683269,,False,0.05434326639220622
LHFPL3,1.4594316186372973,0.015581908879387192,,False,1.8073793396671358
LOC121931652,-0.20435849850618615,0.5966552587444591,,False,0.22427652727892222
ORC5,-1.6119295483214247,0.00016310815346305042,,False,3.7875243288707865
LOC121932335,0.0,,,False,
RELN,0.9401499127871134,0.003421532665267665,,False,2.4657793094517477
SLC26A5,0.32005208128362383,0.3914507786480451,,False,0.40732283872849745
PSMC2,-0.6313416908099256,0.00501723246252439,,False,2.2995357764183835
DNAJC2,-0.5293438275320792,0.007351767504171548,,False,2.1336082357421753
PMPCB,0.43982165190321965,0.2022024013634675,,False,0.6942136910164807
NAPEPLD,-0.5289186888337154,0.04701307143526095,,False,1.3277813747676863
ARMC10,-0.11986867564792103,0.5744364586049457,,False,0.24075800388333518
FBXL13,2.6267826764157833,0.18282145524286372,,False,0.7379728384336665
LRRC17,-1.0755724302001983,0.04863863998391733,,False,1.3130185771509806
FAM185A,-1.4491857216906894,0.07702970790947308,,False,1.1133417489458148
CCDC146,-0.8014543206179194,0.08720596119050042,,False,1.0594538267228
FGL2,-0.747527416194993,0.07807722058791607,,False,1.107475655187878
LOC121930793,-0.3382069140450952,0.43926125975545427,,False,0.35727709724988643
LOC121930798,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
LOC121930712,0.0,,,False,
PTPN12,-0.38901153916502373,0.03262652607934411,,False,1.4864291654057658
LOC121931102,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
RSBN1L,-0.008031353312517808,0.9571432062774629,,False,0.01902307889694751
TMEM60,0.5311731809004838,0.03672884349258833,,False,1.4349927463809429
PHTF2,0.30403737995916824,0.3764770021492035,,False,0.4242615484002101
MAGI2,1.3378696387563842,0.011802195516228606,,False,1.9280371950761184
LOC121931653,-2.5196362528432124,0.1019468200344749,,False,0.9916263163597888
GNAI1,-1.169097625700826,0.0016626905105223328,,False,2.779188581857408
GNAT3,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
CD36,-0.9717359018776133,0.0024999810413256266,,False,2.602063284799516
LOC121930699,-1.3219280948873624,0.04458482350979883,,False,1.3508129481848896
LOC121932215,-1.9532057885210592,0.2766585320631513,,False,0.5580559317364431
LOC121930652,0.0,,,False,
HGF,-0.11192465457854439,0.7629823357819483,,False,0.11748551651593148
CACNA2D1,-0.8899464545350861,0.1299169611617602,,False,0.8863341464011889
LOC121931505,0.0,,,False,
LOC121931083,0.760343794611801,0.009479198855864922,,False,2.0232283659509203
REP15,0.10383021079728039,0.7151856176086885,,False,0.14558122779154067
PPFIBP1,0.03348894577427508,0.9078917689903045,,False,0.04196592122768505
ARNTL2,0.8345543953048526,0.00015346634271358063,,False,3.8139868565159447
STK38L,-0.6445636927625245,0.03640993791948832,,False,1.4387800615562139
LOC121930646,-0.514573172829758,0.4960204359207875,,False,0.3045004303146414
LOC121931561,0.0,,,False,
LOC121932064,-1.734181519304606,0.07846368528015743,,False,1.1053312977964649
LOC121931654,-3.1736771363034197,0.13129331160066077,,False,0.8817573973599621
MED21,-0.30269404942730915,0.15173395396034378,,False,0.8189172249640093
TM7SF3,-0.31428896727827826,0.20625480732210225,,False,0.6855959202610398
FGFR1OP2,-0.25523954648838476,0.17459914135019777,,False,0.7579578964138851
INTS13,-0.47604193492822056,0.028609652829488574,,False,1.5434874122105426
LOC121930995,-2.122947060160967,0.08172798512470494,,False,1.0876292077985465
ITPR2,-0.9864153201076942,0.0008726542985662516,,False,3.059157767702587
LOC121932327,0.0,,,False,
SSPN,-0.5869987678776747,0.1563344954204697,,False,0.8059451837349306
BHLHE41,-1.0317088597273378,0.15741686823201478,,False,0.80294873203053
LOC121931655,0.14017765804825988,0.7933046466299469,,False,0.10056000190966846
LOC121931573,-0.2183455882737464,0.5042808551103779,,False,0.2973275194033231
LOC121931574,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LMNTD1,-0.24100809950379487,0.6750921912213224,,False,0.17063691545823
UPF2,-0.10204113703976248,0.6664235410122026,,False,0.1762496701380001
DHTKD1,-0.6572046800625984,0.05764938078410893,,False,1.2392053531305804
SEC61A2,0.06520163786840527,0.8554605525854713,,False,0.06780001206027886
NUDT5,-0.2824506459642997,0.3839915613963094,,False,0.4156783195889452
CDC123,-0.8132314883942735,0.0029663426313976424,,False,2.527778686641706
LOC121931361,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
CAMK1D,0.217969234302263,0.4396027059942412,,False,0.3569396429210902
CCDC3,-1.3219280948873622,0.1358681874862422,,False,0.8668822181498486
LOC121931657,-0.1503077994298927,0.50549739136945,,False,0.29628108125354663
LOC121930594,0.9027027986450853,0.23460957781970648,,False,0.6296542620016518
MCM10,0.04997349133730378,0.9208071155877089,,False,0.03583133333076531
UCMA,-2.8216882730716337,0.014692111238847711,,False,1.8329157921267134
TBC1D19,0.6783921837333091,0.10972958630013391,,False,0.9596762581638749
LOC121930592,-0.4282214882694424,0.09127568597431855,,False,1.0396448944643286
LOC121931231,0.0,,,False,
CCKAR,1.6724253419714956,0.4265666545939167,,False,0.37001309706257235
RBPJ,0.06413033741971574,0.729952876011968,,False,0.1367051759734632
SMIM20,1.4168695596970622,0.017324241406187272,,False,1.7613457731848319
SEL1L3,0.9119086703751433,0.29554336856394064,,False,0.5293787809552504
SLC34A2,0.12847455794880958,0.8082661610687187,,False,0.092445603025967
ANAPC4,0.4292035863486401,0.154526268251348,,False,0.8109976833141871
ZCCHC4,-0.3782517016169775,0.014455520956989869,,False,1.839966252338594
PI4K2B,-0.007427263001076767,0.974538261452687,,False,0.011201105328738923
SEPSECS,-0.34229768435844665,0.26954523582498685,,False,0.5693683398628131
LGI2,-1.1699250014423122,0.33081553707719286,,False,0.48041410157284076
CCDC149,-0.6506047839479212,0.0024841255134951056,,False,2.604826464678542
LOC121932182,-1.222392421336448,0.00201057408900723,,False,2.6966799186545014
SOD3,-2.362619951826728,0.0006643736103421866,,False,3.1775876265372958
LOC121931557,-0.39119075732447595,0.27427288109785236,,False,0.561817131410407
LOC121931835,-0.43358789565062317,0.020390066878347858,,False,1.6905813497564455
DHX15,-0.2619106656438692,0.1546078593782789,,False,0.8107684328118704
PPARGC1A,-0.19374582251741224,0.6440704856732997,,False,0.19106660179565985
LCTL,-0.1520030934450496,0.74152782471155,,False,0.12987254808541074
ADGRA3,-0.01479068101343195,0.9464038979099664,,False,0.02392347966784452
KCNIP4,-0.45663840374561726,0.25812469934961546,,False,0.5881704368431229
PACRGL,-0.7684581415697433,0.007898180858895517,,False,2.102472925661387
LOC121931295,0.0,,,False,
LOC121930950,0.0,,,False,
SLIT2,0.4093463872009888,0.2625010883707655,,False,0.5808688916011182
LCORL,-1.0817861081454456,0.0004858076146980227,,False,3.313535682212208
NCAPG,-2.587098245065148,0.006093295461809537,,False,2.2151477625742984
FAM184B,-1.4750755239454643,0.009313889651629565,,False,2.0308689117728664
MED28,-0.6634766974381634,0.02683259548774304,,False,1.5713373164638722
LAP3,0.4248304501347899,0.27775846631923856,,False,0.5563326945124248
CLRN2,-1.874469117916141,0.11643243899516054,,False,0.9339260049619909
QDPR,-0.13395954778033392,0.6574945953081774,,False,0.18210781278114316
LDB2,0.1500254440046067,0.6326040336592652,,False,0.19886804322906015
LOC121932157,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
TAPT1,-0.8051569645940315,0.006181461215519765,,False,2.208908851314755
PROM1,-0.22239242133644765,0.73417379402321,,False,0.13420112148584837
FGFBP2,0.0,,,False,
LOC121932155,0.5849625007211562,0.203110663720055,,False,0.6922672746591972
FGFBP1,-0.47206844431522255,0.5747542210802888,,False,0.24051783052384998
CD38,0.736965594166206,0.17468781426411925,,False,0.7577373891351638
FBXL5,-0.07835051060992093,0.723239810758185,,False,0.14071767612127398
CC2D2A,-0.4749896586960256,0.0951390298974978,,False,1.0216412812565792
LOC121932156,-0.06413033741971574,0.9129437216187776,,False,0.03955599370747999
C1QTNF7,0.1686818345916805,0.6827588963178803,,False,0.16573263231368762
CPEB2,0.09958424832376345,0.6798814946876006,,False,0.167566779482506
BOD1L1,-0.4082615789030637,0.02601928242495853,,False,1.584704684837388
NKX3-2,0.0,,,False,
RAB28,0.1753670865105601,0.5481798154271174,,False,0.26107695969401806
LOC121931830,0.053083613915756445,0.8143789760533378,,False,0.0891734465764219
HS3ST1,-0.6520766965796931,0.1490352562582769,,False,0.8267109813380684
WDR1,-0.4650781817784395,0.0919869780172242,,False,1.036273648475542
LOC121931910,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
SLC2A9,-4.237851906950107,0.06355153485656409,,False,1.1968739561770567
OTOP1,-1.5849625007211563,0.10530462538633074,,False,0.9775525525026162
LOC121930674,0.09515723304033985,0.8213269258806207,,False,0.08548393929408944
LYAR,-0.683683268341241,0.028806639829573204,,False,1.540507397345482
ZBTB49,-0.6160486367781424,0.022708412872479763,,False,1.6438132182598344
NSG1,-0.45577253386109273,0.3041532834488875,,False,0.5169074908037657
STX18,-0.010664109048107662,0.9531126540072983,,False,0.02085576450096844
LOC121930992,0.0,,,False,
MSX1,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
TCAF2,-1.932885804141463,0.025042900388873846,,False,1.6013153739465233
LOC121931365,0.38354721315102847,0.3114996292364764,,False,0.5065424659250306
NECAP1,0.06521381221148737,0.7854301923828576,,False,0.10489240821807884
C3AR1,-0.9903109438315667,0.052155938123777494,,False,1.2826962385782734
FOXJ2,0.008430674339885869,0.9687309864469479,,False,0.013796808420815047
LOC121931426,0.0,,,False,
LOC121931425,0.19264507794239574,0.5497376663495164,,False,0.2598445054804663
LOC121931941,-0.46656779991892616,0.24756129228048557,,False,0.606317258937621
ABLIM2,-2.4148202095667237,0.018352341687627026,,False,1.7363085135846157
SH3TC1,-0.18102000946940322,0.4026642686736934,,False,0.3950569067877372
LOC121932329,0.0,,,False,
HTRA3,-0.06470568938781529,0.9219441275107363,,False,0.03529539765464694
ACOX3,-0.2628125551427676,0.25954633771251534,,False,0.5857850947853901
TRMT44,0.29453255866848593,0.24201780880681426,,False,0.6161526754164286
CPZ,-2.3219280948873617,0.02766288384253013,,False,1.5581025468726855
LOC121931032,0.0,,,False,
HMX1,-0.3625700793847082,0.40856351691255444,,False,0.3887404167318636
LOC121931594,-0.7178567712185018,0.05271801795473465,,False,1.278040926325713
DOK7,-0.9490160712811955,0.08523505487227079,,False,1.069381754921988
RGS12,-0.50460604586549,0.0712076069647504,,False,1.1474736090829887
