Gene,Log2FC,p-value,adj_p-value,Significant,-log10(p-value)
TK1,-1.4093909361377017,0.04888429617959364,,False,1.31083063326672
AFMID,0.8073357659408789,0.09218287393596465,,False,1.035349756234558
BIRC5,0.768184324776926,0.09804541442588759,,False,1.0085727134301954
TMEM235,0.6170951216619649,0.07650442165552092,,False,1.1163134636032501
LOC121922786,0.3540522979430012,0.29679481474997826,,False,0.5275436908092609
SOCS3,-0.4028969364066324,0.5296156870360282,,False,0.27603915972340337
PGS1,0.000864147998814957,0.9967623645403207,,False,0.0014083683384280242
DNAH17,-2.118644496498619,0.005504371156937387,,False,2.259292289529962
LOC121922802,0.0,,,False,
LOC121922785,1.3219280948873626,0.0937118517519312,,False,1.028205480350531
CYTH1,0.13599427904402184,0.6856843926246976,,False,0.16387573572364666
USP36,0.0767677644631437,0.7551820607290427,,False,0.1219483352075003
LOC121920423,-0.34718041203371275,0.1983000539774296,,False,0.7026771675793839
TIMP2,0.172667969073947,0.4323628785816953,,False,0.36415160037827476
CANT1,-0.2320075102131689,0.20841396445120916,,False,0.6810731851761548
C1QTNF1,0.6908580600684804,0.11676639503559239,,False,0.9326821276904133
ENGASE,-0.2667612553191603,0.30781609615652455,,False,0.5117086740133632
LOC121922801,0.1312445332782528,0.7879760156332716,,False,0.10348700133867503
RBFOX3,1.116723606301683,0.03075276923090706,,False,1.512115770699892
ENPP7,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
LOC121921039,0.0,,,False,
CBX2,1.0822010625456375,0.007136733538435943,,False,2.1465005180318104
CBX8,0.932382421358656,0.05096727031599808,,False,1.2927086255528402
LOC121922039,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
CBX4,-1.42687911192336,0.0005300304319093628,,False,3.2756991944918714
TBC1D16,-0.3264294871223026,0.4476180811149413,,False,0.34909237886878647
RMI2,1.295455883526171,0.04853030738119546,,False,1.3139869579421992
CCDC40,-0.5917676786262698,0.0514159200580884,,False,1.2889023883419009
GAA,-1.0099702887549284,0.015694824722976,,False,1.8042435300607456
CARD14,0.5879838526963939,0.28408271600272217,,False,0.5465551885684641
SGSH,-1.1364255640172063,0.00044715021434765285,,False,3.3495465567265588
SLC26A11,-0.48283501764583114,0.0960698453118928,,False,1.0174129085826662
LOC121920425,-0.24430499754353896,0.4861935159540006,,False,0.31319083735647435
RNF213,-0.4015134878820774,0.23314660715272606,,False,0.6323709001990685
LOC121923437,0.0,,,False,
ENDOV,-1.39391420771309,0.04121415163188714,,False,1.3849536354146514
LOC121920715,0.0,,,False,
LOC121920714,0.0,,,False,
LOC121923635,-0.9569312781081143,0.0379207958011052,,False,1.4211225571883446
NPTX1,1.115477217419936,0.1895180625558301,,False,0.7223493920574151
RPTOR,-0.5614081301569787,0.02094071509355501,,False,1.679008491908259
CHMP6,-0.6517307161731338,0.018169449577521615,,False,1.7406582289421497
LOC121920776,-0.781359713524659,0.1093407251605422,,False,0.9612180501428553
BAIAP2,0.31809679089185217,0.2707964115959685,,False,0.5673570949144976
AATK,-0.3011695347205654,0.32415100081600173,,False,0.48925263317508033
PVALEF,0.0,,,False,
CEP131,0.06772488111451658,0.7504717907340208,,False,0.12466562768293928
TEPSIN,-0.7565505513861117,0.011538594246924515,,False,1.9378470982852718
SLC38A10,0.11491346527795088,0.6883306439669505,,False,0.16220289554941436
BAHCC1,-0.07624903751655587,0.7665924898320919,,False,0.11543543976527919
LOC121920429,0.0,,,False,
LOC121924489,0.0,,,False,
ACTG1,0.05029920872642357,0.8684398392887382,,False,0.06126026169574338
FSCN2,-1.9175378398080274,0.024969735417479055,,False,1.6025860594643364
FAAP100,0.6635392654231165,0.03309749972747287,,False,1.4802048127371186
NPLOC4,-0.04872827006100522,0.7993708664232813,,False,0.0972516839245121
TSPAN10,-1.1210154009613653,0.4023475359544278,,False,0.39539865402305097
PDE6G,0.4483575724788702,0.3621655002562838,,False,0.44109292277386547
CCDC137,-0.11286083792949597,0.6787909997495833,,False,0.16826392472944307
GPRC5C,0.21310918050211125,0.6590800152179295,,False,0.18106185694147126
GPR142,0.0,,,False,
BTBD17,-1.4594316186372973,0.36158186940443393,,False,0.44179335423377575
KIF19,0.8318772411916733,0.26285236783362914,,False,0.5802881064049342
DNAI2,-1.1699250014423124,0.25217403191860616,,False,0.5982996377276905
TTYH2,1.0067679328538715,0.022839899643473133,,False,1.6413058086740702
RPL38,-0.8107811523765296,0.03835184102827989,,False,1.4162137834951292
LOC121920214,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LOC121923108,-1.3219280948873624,0.04458482350979883,,False,1.3508129481848896
SDK2,-0.660631457170199,0.2667473401756731,,False,0.5738999023731726
CDC42EP4,0.5363437955009767,0.15913085622181786,,False,0.7982456004442056
C2H17orf80,-0.9438253666077285,0.06071896398855297,,False,1.2166756471569287
FAM104A,0.0818450964353925,0.7539738459534768,,False,0.12264371879214442
COG1,0.3569006804628536,0.13688791814912804,,False,0.8636348813964272
SSTR2,0.9983113010985392,0.005151055346097425,,False,2.2881037837681157
SLC39A11,-0.8683924104025271,0.06042544443195333,,False,1.2187801466524577
LOC121924318,-0.7813597135246595,0.36041619878803965,,False,0.4431956980310354
LOC121920185,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
SOX9,0.5718248201254097,0.12395987378855806,,False,0.9067188746153997
LOC121923229,0.0,,,False,
LOC121921473,0.0,,,False,
LOC121922873,-1.9829399465633504,0.08123082532818718,,False,1.0902791341883251
LOC121924096,0.0,,,False,
KCNJ2,-1.2479275134435852,0.16677231741218038,,False,0.7778760363894083
KCNJ16,0.5849625007211561,0.5025349626907012,,False,0.29883371783696094
LOC121921149,0.0,,,False,
MAP2K6,-0.4570264013687151,0.08140572653353391,,False,1.089345043336384
ABCA5,2.6804154225249848,0.18025572629706732,,False,0.7441109298833394
LOC121921515,0.8281449714592881,0.30177073633217305,,False,0.5203228774353662
LOC121921512,-1.2456541995227983,0.028849111709408504,,False,1.539867554627536
LOC121921527,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
FAM20A,0.37950028736617547,0.16750084969036186,,False,0.775982985553109
LOC121921529,1.0000000000000004,0.03283945685148185,,False,1.4836040345110315
PRKAR1A,-0.114517659658663,0.5507173143073445,,False,0.2590712692787838
WIPI1,-1.4279602713952428,0.03538800850058486,,False,1.4511438770783025
ARSG,1.0097092109799277,0.02651588449123122,,False,1.5764938815284761
SLC16A6,-3.1593502260481836,0.1731415958606313,,False,0.7615985838715651
AMZ2,1.3555480623797767,0.03406947230061885,,False,1.4676345931331551
GNA13,-0.2513806214352865,0.15593123310670345,,False,0.8070668866884608
LOC121921528,0.263034405833794,0.6879805686977112,,False,0.16242382779142653
RGS9,-1.67340046538874,0.009735220902884902,,False,2.011654189412005
AXIN2,0.2608205075617027,0.349815174234268,,False,0.45616135568274047
CEP112,0.035800721427846405,0.8516924634881731,,False,0.06971719575081786
LOC121922249,1.3544877791960452,0.0007704462221914497,,False,3.113257670015772
LOC121920431,-3.077361010488728,0.0007916878022883121,,False,3.1014460462813145
PRKCA,0.09110164215059946,0.6443688392579872,,False,0.19086546959595976
CACNG5,-1.115477217419936,0.1345409200142043,,False,0.8711456068618826
CACNG4,0.6438561897747244,0.28213237606892283,,False,0.5495470735706944
CACNG1,0.0,,,False,
HELZ,0.2005427575128369,0.2773383541002166,,False,0.5569900661514804
PSMD12,-0.6006339022729588,0.002556931726141302,,False,2.592280868123821
PITPNC1,-1.8805151801842204,1.51315947710438e-06,,False,5.820115297768937
NOL11,0.33438533399875503,0.27680106471873117,,False,0.5578322436929517
BPTF,-0.03288336181378426,0.8570159238816449,,False,0.06701110854391977
C2H17orf58,0.48542682717024166,0.2896916120510084,,False,0.5380640795035209
TRNAR-CCG,0.0,,,False,
KPNA2,-0.16046467219324612,0.6263840484948866,,False,0.20315931055876224
SMURF2,-0.277136219598189,0.31440599623043897,,False,0.5025091798560418
CEP95,0.5103790787340641,0.04306107117735143,,False,1.3659151709680208
DDX5,-0.5898033576777326,0.17210955596053104,,False,0.7641950158681765
POLG2,-1.0769829394917787,0.0004368344398840556,,False,3.3596831293189267
MILR1,-1.590986288348926,0.006723365382803496,,False,2.172413286272658
PECAM1,-0.8840935368045404,0.009786108873013233,,False,2.0093899569098372
TEX2,-1.0263290620007304,0.0007537721540500382,,False,3.122759910353893
LOC121922661,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
LOC121924565,0.0,,,False,
LOC121924559,2.0,0.026692590729552528,,False,1.5736092724116268
ERN1,0.15337643485374386,0.6098476342078657,,False,0.2147786566094046
LOC121922942,-0.7085305152041297,0.14083591392269873,,False,0.8512865836200799
ZC3H10,-0.5620651788213813,0.04193594832842208,,False,1.3774135315151537
LOC121923883,-0.02956634564741023,0.9020754192695093,,False,0.04475715114618484
PA2G4,-0.02170113699501286,0.9052201818658931,,False,0.04324577202256218
ERBB3,-0.11798512946662498,0.7547953749917112,,False,0.12217076963817733
RPS26,0.2759404157616565,0.3226092072567596,,False,0.4913232420191503
LOC121923792,1.6908409133311793,0.04682602423412852,,False,1.329512714446791
IKZF4,-0.35489092691519275,0.10105310904638025,,False,0.9954503202395666
SUOX,-1.4585141654802172,0.003853817614002296,,False,2.414108842640265
RAB5B,0.07757492837188273,0.7045165523459467,,False,0.15210879885262346
CDK2,-1.4150374992788435,0.025193240290488292,,False,1.5987159710577776
PMEL,0.8172977253051821,0.3926586653007882,,False,0.40598481397431907
DGKA,-0.023513326127183376,0.9613505257680133,,False,0.017118231842090548
PYM1,0.05762681758205623,0.7338014457908628,,False,0.13442143689953787
MMP19,0.3743452611073437,0.08496912894651867,,False,1.0707388338554362
LOC121924068,0.7041756590485369,0.016088876374605873,,False,1.7934742853818955
DNAJC14,-0.08544770268341573,0.6411605079948044,,False,0.19303323567555664
GDF11,2.236067358233524,0.006927297595488552,,False,2.1594361547476963
LOC121920433,-0.3268573656684577,0.11358334486281935,,False,0.94468534612909
ORMDL2,-0.31793474028916435,0.047014107209745165,,False,1.3277718066587738
KMT2D,0.05369868436812908,0.8165916368485507,,False,0.08799507223217996
LOC121922469,0.0,,,False,
RHEBL1,-1.1805722456418204,0.017644203250724792,,False,1.7533979480507484
DHH,-0.3785116232537298,0.7659027610146213,,False,0.11582636487842024
LMBR1L,-0.31447228996831456,0.3272689084308814,,False,0.48509525206532383
LOC121922335,-0.8977972149423881,0.04275910118697459,,False,1.3689714324071283
TUBA1A,-1.094750610985538,0.041851421147458295,,False,1.3782897900955735
LOC121923613,-1.115477217419936,0.1345409200142043,,False,0.8711456068618826
LOC121922225,-1.5631271286935728,0.016877687507131076,,False,1.7726870584029852
PRPH,-0.8231222379159204,0.0803106251607092,,False,1.0952269934086885
LOC121922034,1.005454430092108,0.03536390760206835,,False,1.4514397528147076
C1QL4,-0.19264507794239574,0.6675988787587079,,False,0.17548440139559937
DNAJC22,0.20172408255214513,0.47291892762797694,,False,0.32521330387443215
SPATS2,1.925435993310007,0.025649828524590104,,False,1.5909155339078462
KCNH3,-1.1604646721932457,0.1454481122628688,,False,0.8372919109871493
MCRS1,0.02917073246634949,0.8633474453370431,,False,0.06381439174043757
ITGA7,1.1861900558050964,0.03412825272599908,,False,1.4668859458520878
BLOC1S1,-0.44080252859713553,0.04647149405998769,,False,1.3328133647154998
RDH5,-3.358557016878084,0.002670826542496885,,False,2.573354316427377
CD63,-0.6779933010991002,0.010645778346663895,,False,1.9728225804160249
ZNF207,0.19252643037944495,0.2809898460669455,,False,0.5513093736065611
C2H17orf75,-0.19024125338033926,0.42898582703284927,,False,0.36755705593439936
RHBDL3,-1.1255308820838588,0.4075919408694212,,False,0.3897744116885293
RHOT1,-0.00417136403212659,0.9865000361356797,,False,0.005902894503502109
LOC121923318,-1.2761411156082358,0.004554808017870047,,False,2.3415299235289138
TEFM,-0.2969096348505227,0.21602754420137546,,False,0.6654908713860228
ATAD5,-0.5418937788292713,0.150087956569896,,False,0.8236541552256282
CRLF3,-0.2343138081403513,0.3832481303673452,,False,0.41651995512492634
SUZ12,-0.2753097219957841,0.1659706110070698,,False,0.7799688071854162
UTP6,1.5632930597309205,0.006518350644303004,,False,2.1858622810617425
COPRS,0.48542682717024166,0.49564750438312,,False,0.3048270761806401
LOC121923326,-0.16992500144231243,0.6884692057553528,,False,0.16211548034477
LOC121923324,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LOC121923323,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
TRNAT-CGU,0.0,,,False,
RAB11FIP4,-1.1607455746679163,0.021261570813905197,,False,1.6724046527661536
LOC121923325,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
SCPEP1,-1.0277211899180223,0.1199513906967561,,False,0.9209947125279473
LOC121922181,0.9102759872431143,0.027305760359609108,,False,1.56374572554174
COIL,0.39730560177704,0.1413697688477482,,False,0.849643452111331
LOC121922937,0.19264507794239574,0.5497376663495164,,False,0.2598445054804663
LOC121922936,0.7712804234173518,0.01049372247576276,,False,1.979070425637831
LOC121922750,-1.736965594166206,0.34214874597580275,,False,0.4657850474162807
DGKE,-0.3794350325374136,0.2038164098701805,,False,0.6907608525711832
C2H17orf67,0.0,,,False,
NOG,-0.736965594166206,0.36321746764912255,,False,0.43983327380401
ANKFN1,-1.874469117916141,0.15762335674016484,,False,0.8023794280153648
LOC121920858,2.364572432295856,0.10761583050127518,,False,0.9681238383940308
TMEM100,1.0874628412503395,0.22479288402980302,,False,0.6482174407698101
LOC121920436,0.0,,,False,
MMD,-0.22402675640783976,0.5188528746050711,,False,0.28495577279781564
HLF,0.2819058153150298,0.44430243123800894,,False,0.35232131027845703
LOC121923482,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
STXBP4,-1.1214635124856676,0.023376867925496803,,False,1.6312136768265932
LOC121920189,0.0,,,False,
LOC121920190,0.4317981145091627,0.12100419964054253,,False,0.9171995565507985
TOM1L1,-0.023896116346161733,0.9654786975416505,,False,0.015257304113664742
KIF2B,0.0,,,False,
LOC121921788,0.0,,,False,
CA10,-0.4667810743728422,0.352581814587442,,False,0.4527400914354432
SCN8A,-2.4918530963296748,0.3302066117176293,,False,0.481214235120061
METTL7A,1.6415332969404908,0.01328650649917971,,False,1.8765891956995262
LOC121922167,-3.700439718141092,0.06797809992403443,,False,1.1676309786767534
LOC121920440,0.6374299206152915,0.4196409887951269,,False,0.3771220983189444
LOC121921321,-1.0,0.11144041573170894,,False,0.9529572764328872
LOC121920441,2.56743257616358,0.04131624877538987,,False,1.3838791162449477
LOC121921320,0.0,1.0,,False,-0.0
LOC121922894,-1.9593580155026542,0.18250032239720068,,False,0.7387363640009226
LOC121920442,3.1079592481359195,0.01248301663911764,,False,1.9036804505983285
ATF1,0.225657090376167,0.2888381913422888,,False,0.539345383150143
DIP2B,-0.0805802757193046,0.7310772556462881,,False,0.13603672710773465
LOC121920443,-0.33604920313201525,0.30334020061441924,,False,0.5180700303484973
LOC121921469,0.0,,,False,
LARP4,0.6156148279656186,0.033280711129738884,,False,1.4778074024407517
FAM186A,0.3625700793847084,0.577921450272871,,False,0.2381311858550246
LIMA1,0.2805743991168672,0.2632523283615039,,False,0.5796277789645795
CERS5,0.20984995438277387,0.27188149338782525,,False,0.5656203532550333
LOC121920217,-0.31173014381403163,0.1908241377390952,,False,0.7193666913517051
GPD1,0.38503576932646943,0.2346232878674358,,False,0.6296288835658577
SMARCD1,-0.10583451582544967,0.6999264219030457,,False,0.1549476117586159
ASIC1,-1.3968901525685844,0.06709407643382738,,False,1.1733158208989893
LOC121924580,0.0,,,False,
RACGAP1,-1.1960056549124074,3.5899400356900616e-05,,False,4.444912805568314
LOC121923373,-0.12713512448299813,0.7224464359873433,,False,0.14119434707311218
LOC121922474,-1.415037499278844,0.09251500555042762,,False,1.0337878207829259
AQP6,-1.7004397181410917,0.00176262876550652,,False,2.7538391466167065
TMDD1,-0.6520766965796934,0.4843783126680269,,False,0.31481530999524054
FIGNL2,-0.576227690743548,0.05898392281386089,,False,1.2292663474207084
ANKRD33,0.0,,,False,
ACVRL1,-0.9059088364410712,0.008903335081585424,,False,2.050447281420548
ACVR1B,-0.7536638570008467,0.006324521574273535,,False,2.1989723216164285
TAMALIN,-0.8185928427880755,0.023327935591884168,,False,1.6321236924416767
NR4A1,-1.1189410727235076,0.1979717122189025,,False,0.7033968607733168
ATG101,-0.33876852893866705,0.12886425445350425,,False,0.8898675345201754
LOC121922928,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
ATP5F1B,-0.008558535798513844,0.9656460051270845,,False,0.015182051841021815
LOC121924554,0.7589919004962049,0.08278605877172675,,False,1.082042792542181
LOC121924555,-1.1069152039165115,0.07967412009419271,,False,1.0986827240932862
BAZ2A,-0.5159017437320941,0.045232048063274306,,False,1.3445537473758742
RBMS2,0.5837891008672162,0.024592794553141666,,False,1.6091921182702158
LOC121924138,0.0,1.0,,False,-0.0
GLS2,0.6966078565500649,0.2856608362335912,,False,0.5441492968014318
SPRYD4,0.677038085619535,0.025091847191648416,,False,1.6004673659627744
LOC121920447,-0.19264507794239574,0.6675988787587079,,False,0.17548440139559937
LOC121924227,0.0,,,False,
TIMELESS,0.6264519175391943,0.05988039750361829,,False,1.2227153253454355
APOF,1.011276006484854,0.03307633652025606,,False,1.480482598186721
STAT2,1.9271865350373698,0.040729246839124864,,False,1.3900936207668462
LOC121920449,2.8744691179161412,0.028415684137676003,,False,1.546441883393989
PAN2,-0.26303440583379256,0.3158060152981325,,False,0.5005796020480985
LOC121923600,0.4232114307245438,0.6171183911092015,,False,0.20963151072671526
SLC39A5,4.635576829620362,0.13607699762482026,,False,0.8662152814748357
ANKRD52,0.129351147333443,0.6117385863883407,,False,0.21343412482015153
LOC121920948,0.0,,,False,
COQ10A,-0.6325559462468213,0.07253272742030341,,False,1.1394659916225347
CS,0.001454054967448215,0.9966175946000314,,False,0.001471449926095611
CNPY2,-0.12205578107487902,0.7084255105008712,,False,0.14970580819585735
NABP2,0.47405365300214264,0.04330136053464033,,False,1.3634984578405378
RNF41,-0.336563441255759,0.02956951052328799,,False,1.5291558644760628
TRNAS-CGA,0.0,,,False,
SMARCC2,0.5735215601844423,0.024046814881795095,,False,1.6189424399083452
ASCC2,-0.5963464963787182,0.028533508724018296,,False,1.5446448204990788
LOC121923120,0.03254651084588822,0.9300247818926554,,False,0.03150547886989627
ZMAT5,-0.7978880582569108,0.01064884724219041,,False,1.972697402878024
LOC121921040,-0.5066275927170185,0.018801987715255097,,False,1.7257962354100227
LOC121921041,-4.044394119358453,0.0392385191412405,,False,1.406287391223878
ESYT1,0.09214255857786391,0.8314686340384323,,False,0.08015412927183613
INPP1,-1.068257528403561,0.0006290791899406274,,False,3.201294681121521
PRKAG1,-0.1733574238090636,0.426070968991049,,False,0.3705180561222758
DDN,0.0,1.0,,False,-0.0
WNT1,0.0,,,False,
WNT10B,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
ARF3,-0.22054977482507176,0.31115952766333044,,False,0.5070168964366709
FKBP11,-1.0314574315215985,0.2169738340691038,,False,0.6635926366794781
CCDC65,1.4322272605763584,0.02566393674191663,,False,1.5906767238709305
C2H1orf112,-0.3829048783380351,0.15440808638472628,,False,0.8113299593091893
METTL18,-0.38912349842602456,0.08087643724613425,,False,1.0921779884559293
RND1,-1.2436454207256027,0.041840409629058876,,False,1.3784040722581568
DDX23,0.20766189678461977,0.3121242555532147,,False,0.5056724804740487
CACNB3,-0.8683810325019223,0.2960895678230156,,False,0.528576893916719
LOC121924567,-1.222392421336448,0.05059424851955938,,False,1.2958988503180655
ADCY6,0.0788177453016381,0.6653052311549577,,False,0.17697906177445208
TEX49,-2.321928094887362,0.12953884639146468,,False,0.8875999748755485
CCNT1,-0.3840091623461177,0.10355056217397808,,False,0.9848475389878747
KANSL2,-0.16818366744588786,0.27159734276386577,,False,0.5660744833924031
LOC121924569,0.0,,,False,
LOC121924568,-0.9175378398080268,0.04903631467471683,,False,1.3094821766743154
NCKAP5L,0.6929555493205175,0.32096788898997763,,False,0.49353841411235055
TMBIM6,-0.22575694802334212,0.3007379704424668,,False,0.5218117354758741
LOC121922536,-0.1439393487316103,0.753465615685822,,False,0.12293656187441548
FMNL3,-0.383432469511261,0.3433554213521256,,False,0.4642560909966586
PRPF40B,0.1375663055790053,0.6609793715320182,,False,0.1798120941748907
LOC121920202,0.736965594166206,0.36321746764912255,,False,0.43983327380401
PTGES3,-0.14414276671514514,0.48174668871153237,,False,0.3171812617877181
NACA,-0.45381980566734725,0.12024672921057672,,False,0.9199267278864957
PRIM1,0.9196435451443339,0.026930404398744005,,False,1.5697571249834266
LOC121923187,0.025095592485856244,0.9375868228724842,,False,0.027988504988507946
LOC121923929,0.366250015734666,0.0627926882393974,,False,1.202090923813046
LOC121921048,2.2352164616940318,0.21364375497167185,,False,0.6703097975389531
LOC121921046,-2.278535499373982,0.28743360158710274,,False,0.5414624633039032
LOC121921049,0.43565796056844874,0.6137019474150658,,False,0.2120424985992763
LOC121921047,-0.5459299773767121,0.13779703655173883,,False,0.860760122218424
LOC121922268,-0.6846167633182834,0.061697575802249244,,False,1.2097318997656132
LOC121922271,0.6030448597046139,0.18050122989563813,,False,0.7435198345612639
TAC3,-3.1826922975161906,0.056584322465979844,,False,1.2473038799362732
LOC121922270,-0.013817086849657656,0.9724221295686462,,False,0.012145166406044119
LOC121922269,0.1466014789513359,0.7854944788610068,,False,0.10485686321296456
LOC121922267,-0.4150374992788439,0.2132193785986047,,False,0.6711733266811996
ZBTB39,0.03896641386562738,0.8526271918041625,,False,0.06924082104123273
GPR182,0.03013571797331771,0.9339934898494756,,False,0.029656150892286324
LOC121923909,-0.22239242133644765,0.5995106355641072,,False,0.22220310793488687
LOC121923908,0.0,,,False,
LOC121923911,0.0,,,False,
LOC121923910,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
LOC121923115,-0.9175378398080274,0.09181323512240283,,False,1.037094709579624
LOC121920454,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LOC121920455,0.0,,,False,
LOC121920456,0.0,1.0,,False,-0.0
LOC121920457,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LOC121920458,-2.5090136474878575,0.1619329102228071,,False,0.7906648790064595
LOC121921414,0.53051471669878,0.37474905775362344,,False,0.42625945044210156
LOC121921413,-0.5849625007211563,0.2617554691954717,,False,0.5821042352781587
LOC121921684,0.0,,,False,
LOC121920459,-0.22239242133644802,0.36321746764912255,,False,0.43983327380401
ETAA1,0.7808667746854452,0.0708289585656664,,False,1.1497891438081254
LOC121921685,2.857980995127572,0.18916549129448165,,False,0.7231580873174448
LOC121923782,0.0,,,False,
LOC121920460,0.0,,,False,
LOC121922230,0.0,,,False,
LOC121922333,0.0,,,False,
LOC121922332,0.00148961814048576,0.9971719764601454,,False,0.0012299349814752403
LOC121924439,1.0,0.14276558460112007,,False,0.845376471965938
BCDIN3D,-0.26018040877864035,0.5140391353535188,,False,0.2890038155940716
FAIM2,-6.975370333491285,0.15831158156441286,,False,0.8004873123926693
LOC121922561,0.0,,,False,
LOC121922515,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LOC121920461,0.0,,,False,
LOC121920462,0.0,,,False,
LOC121921761,0.0,,,False,
SLC4A8,-2.115477217419936,0.19539449179127236,,False,0.7090876832905996
LOC121923492,0.0,,,False,
LOC121920366,0.22239242133644802,0.36321746764912255,,False,0.43983327380401
GALNT6,-0.39084242516444956,0.562983802587375,,False,0.24950409990552055
CELA1,0.5796161864407914,0.6561088523803564,,False,0.18302410259629803
BIN2,-0.8032935897658371,0.11724284449712753,,False,0.9309136534337011
LOC121921407,0.371968777386958,0.6811283023317886,,False,0.16677107348167367
DAZAP2,0.01078590487921538,0.9709874154976992,,False,0.012786398738054535
POU6F1,-2.010124217273707,0.0026327731773184908,,False,2.579586555281409
TFCP2,-0.2321596053849433,0.2996673426869615,,False,0.5233605832593395
CSRNP2,-0.7871425645664454,0.08645693726853428,,False,1.0632001533840774
LETMD1,0.3871575377779788,0.08807853220163739,,False,1.0551299313437625
SLC11A2,-0.31432626418907716,0.17680049053284755,,False,0.7525165343715128
HIGD1C,-0.8624964762500651,0.44520796083329695,,False,0.3514370785802283
LOC121920749,-3.273018494406416,0.026623189108560548,,False,1.5747399229675203
CTDSP2,0.18138411681737665,0.5215452360645128,,False,0.2827080172064029
AVIL,-0.16992500144231215,0.7343770214655172,,False,0.1340809205961034
TSFM,-0.46751756014382195,0.08981092245737539,,False,1.046670842903872
EEF1AKMT3,0.7894931877810611,0.0005327907635208828,,False,3.273443312716665
LOC121920463,-0.42966083374902553,0.3299704906958071,,False,0.481524897397915
LOC121922209,-3.7548875021634682,0.10079437478828968,,False,0.9965637046620655
LOC121922210,0.009682377767909145,0.9792768238972898,,False,0.009094523623827771
ZNF385A,-1.584962500721156,0.023550282965255357,,False,1.6280038702968394
LOC121921591,0.5305147166987799,0.43817787352462056,,False,0.35834955659908835
GPR84,0.15259912528202957,0.7501845323264874,,False,0.12483189459013015
COPZ1,-0.3309919370372043,0.22161240781450078,,False,0.6544059276326176
LOC121921592,-3.841302253980942,0.041442334692937365,,False,1.3825557861851605
NFE2,-0.008823850387005727,0.9797540080870266,,False,0.0088829511858964
LOC121921600,-0.777607578663552,0.2838710528501529,,False,0.5468788914769753
LOC121921599,0.5744701269035133,0.05456825986424996,,False,1.2630598952805097
HNRNPA1,-0.16051614208193143,0.5952727503715485,,False,0.22528399756606185
CBX5,0.16162695118198833,0.5755077405752915,,False,0.2399488307370071
LOC121924589,0.0,,,False,
SMUG1,-0.5923582439669843,0.17915968726503412,,False,0.7467597043161448
LOC121920464,-0.41503749927884376,0.36321746764912255,,False,0.43983327380401
LOC121924375,0.0,,,False,
LOC121920794,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
HOXC4,-0.6780719051126379,0.30395371622238065,,False,0.5171925424423721
HOXC5,0.0,,,False,
HOXC6,1.0000000000000002,0.17098249756523745,,False,0.7670483434082482
HOXC8,0.0,,,False,
HOXC9,0.0,,,False,
HOXC10,0.0,,,False,
HOXC11,0.41503749927884376,0.36321746764912255,,False,0.43983327380401
HOXC12,0.0,,,False,
HOXC13,0.0,,,False,
LOC121923854,0.0,,,False,
CALCOCO1,0.2532220792725912,0.4312437800386393,,False,0.3652771558360661
ATP5MC2,0.4522107885193343,0.10295623887431005,,False,0.987347331157752
LOC121924571,0.0,,,False,
ATF7,-0.6668007927776172,0.0004813798354711211,,False,3.3175121058496013
NPFF,-0.7004397181410924,0.29156999525471294,,False,0.5352571702229747
TARBP2,-0.33857287788358637,0.30541769457762935,,False,0.5151058054105345
LOC121922631,-0.4354489593018034,0.09516940909310281,,False,1.0215026272147725
MAP3K12,-1.115477217419936,0.11654404611356452,,False,0.9335099083816931
PCBP2,0.03635803603242138,0.857210728395707,,False,0.06691240219635623
PRR13,0.3064505234083068,0.26218525666773584,,False,0.5813917334234734
AMHR2,-3.7414669864011465,0.036708247267816956,,False,1.435236351537633
SP1,-0.574396355344998,0.0398227047057549,,False,1.3998692465965636
LOC121920848,0.0,,,False,
SP7,-6.115477217419936,0.013991007325145213,,False,1.8541510160297612
LOC121920847,0.0,,,False,
AAAS,0.4469484562629029,0.03428814220798652,,False,1.4648560450885346
LOC121920845,0.4280936521042902,0.19747041578395397,,False,0.7044979594004039
MYG1,-0.17314890231659863,0.46496463707895186,,False,0.3325800761540984
VDR,0.5263899677864785,0.2030985793013086,,False,0.6922931145260653
TMEM106C,0.83748026334648,0.019972331680622783,,False,1.6995712302261745
AGAP2,-0.5511535302672721,0.2987969382557508,,False,0.5246238570087307
TSPAN31,-0.7379741192271219,0.005789832723545592,,False,2.2373339834730013
CDK4,-1.2284815864122134,0.0011927694734960171,,False,2.923443484295068
